user_id,tenure_days,sessions_last_30d,payment_failures,support_tickets,feature_usage_score,churned
4455ff83-c8ea-4a03-b055-9be597a3e180,22,8,0,3,5.17,0
c786524c-022f-4126-bc69-2951ffe4f6f8,224,11,2,1,1.73,0
a5fa4fba-1b91-4dac-9f4c-c8ef32c522de,257,8,0,2,3.74,0
c9951ca2-344b-4303-a2f5-d7c1d7a7d6d0,148,14,1,0,1.72,0
92e3e18c-f1de-4e8e-baf7-7ea66ea3f9c0,265,14,0,2,4.72,0
b9a66d46-1d0d-4209-a788-22ef502788f5,122,12,1,0,3.96,0
2703dceb-7836-450a-9985-e2d259016bd9,133,14,0,1,3.35,0
d53605d1-e569-4e80-b9d7-1f7f0e61d8a4,100,12,0,0,8.83,0
bf1f788d-fba4-49cc-b0e2-2833fc4675e6,4,14,1,1,4.45,0
1ffd3455-680a-46f1-aaeb-c6c02f96c3e2,20,11,1,0,4.48,0
e8606f5a-85a3-4aa0-8b97-df40bda374cc,5,14,2,0,4.08,0
03ce2c3e-780a-453f-8630-0f1aa05cd13f,182,16,0,1,3.91,0
1b8226e8-9d96-486d-bb2e-90b9875f72a6,67,11,0,2,3.48,0
8e410a7b-859a-485f-bf25-1c093c935ed4,127,9,0,1,1.97,0
3afc5083-c1fb-41eb-8834-eeb774cc7e87,428,13,1,1,8.15,0
9dd52e14-7455-46be-b6f3-6e154a24acef,51,10,0,1,6.13,0
0e75b45d-318e-4d7e-9d42-eb4543ee5468,95,16,1,0,6.79,0
697b1279-b1e5-4c2c-8e4a-0665348e2012,253,8,1,1,4.25,0
6fe92c65-4104-4acf-a029-0ee14cafdb88,46,10,1,1,4.8,0
51b36ca9-e06e-4425-b6a3-5a6512c940f6,14,12,0,0,7.26,0
c099227f-7c8c-4d12-a6ec-79e57bfcf2bb,61,8,1,1,4.44,0
bbe7fc91-3ee9-443a-a8a3-92dc55103e16,31,19,0,1,5.54,0
e0a90a36-9e3e-45ed-890c-0a43c7024fdb,477,12,0,0,3.34,0
2e5520cb-c737-49e2-bdb6-f5e3066c82fc,297,7,2,1,3.87,0
00c46b6e-eefa-46a6-891e-bbf84fdcab53,180,10,0,0,8.21,0
17f7eba0-1082-4fb9-b844-2f74bf071807,369,3,2,1,3.98,0
b648cb7b-9afb-46ae-bd00-1657dbb43ae0,293,15,0,0,5.07,0
8673b5b9-96e4-44ff-9e46-a5edd05fd568,37,12,1,2,2.56,0
a03e1ada-15a7-4147-a722-137214476b72,401,11,1,1,5.2,0
510f0b49-945b-4ac8-8dbc-753dc1d078e5,139,15,0,1,7.94,0
8ce52e20-f2ee-43f6-b314-457e3d9c49f2,296,11,0,1,4.27,0
9dccbc75-4f8d-443a-92a2-005d1ed3f1ba,407,12,0,2,2.32,0
cf9b9793-a40c-4ddd-b88d-561ae2342f65,68,10,0,1,3.84,0
5fa297cb-acb1-4d18-90e3-7c21df4d0303,20,12,0,0,5.86,0
fc5a00a6-3eee-427b-a9a7-12b52bb15ef7,46,8,1,1,6.1,0
9b8631ee-22be-41dc-94fb-79008c92c166,100,10,1,1,7.41,0
5dac1970-02f5-4f66-84e5-01229135ef8a,306,5,1,1,9.12,0
ffcef596-66e1-482c-b451-d1c4b3c23d96,354,6,0,0,2.81,0
67be7e9b-765a-483c-9a70-5780ca975edf,1,11,0,1,7.64,0
d0eaadd2-1f49-4f39-8195-223f484c5e56,128,9,0,0,2.82,0
bb13bb3f-228f-4d3a-90c6-71d6bc344a9b,97,6,1,1,5.85,0
9a697c26-af93-4b86-9a99-11eb30a70136,45,10,1,0,6.81,0
1a591341-152a-4bf4-b07b-6b5122a782fd,22,18,1,1,2.47,0
188f68f1-424d-49b6-8021-e1f6350350b3,74,6,2,0,1.73,0
0fe6af4b-800c-4c5b-ae79-55fc80b32ffb,515,21,0,1,8.45,0
8706026d-7931-42ed-8e28-fc18ffbd90a3,70,11,0,1,6.31,0
edb991c2-1947-437f-84df-f4eae19430a0,131,10,1,0,5.06,0
4b5d9146-9a99-4936-976b-f6d3105f500a,218,12,1,0,6.63,0
d0447e0f-705e-4a83-80df-cd216c807720,81,16,0,1,4.99,0
721662d5-72c4-46d9-8200-934ebc489be0,642,13,0,1,4.38,0
e63d041c-224d-4488-b471-d347a0b46db3,590,12,0,2,9.03,0
e7eae7b8-b9e2-408a-bf5e-c6ff1f3fd3b9,52,13,1,0,3.88,0
68014575-1052-4783-a9e6-08fc89a265f3,123,15,1,1,7.85,0
f2111297-d34a-45ef-9a0a-1165e06835dd,64,11,0,1,7.8,0
82def190-5d4c-432c-82ab-4e5e68cb2e57,60,11,1,1,5.4,0
6843cc8e-e6dd-4290-ab3a-cae3bacca1f1,6,12,1,0,4.67,0
3403d545-076d-45be-bd08-92e060925614,169,13,1,1,7.83,0
4dc51834-f09b-4e8b-8392-d0973cd985f2,125,16,0,1,4.5,0
99041bef-b024-4d3c-aef5-50b17da0f871,9,9,1,0,6.45,0
df798e9d-7c8f-469c-a72e-9afbe645d39b,58,9,1,1,5.31,0
9fbf21fc-64b1-48bf-9ebc-0062f976c71f,429,14,0,2,5.34,0
5518c615-72e4-4e52-9515-18d4731da4ce,49,13,0,0,2.53,0
e8f116d1-938f-42e9-a3d4-966df24fc193,28,7,1,1,8.11,0
f78b03ea-2835-42a6-95b3-f6a87b311a5b,121,17,0,0,7.06,0
38fc57c3-c890-44b8-b922-aff02349a9bc,763,14,1,0,4.61,0
1c845505-1dcb-4a92-a742-648110d2f6c9,49,6,0,0,3.57,0
8f2cd12b-9d7a-4232-8f28-6100565a998a,200,11,0,2,5.09,0
d4c36e18-e1da-4c27-9547-2e35be4f94a4,258,20,0,0,1.08,0
206ebb55-aca7-4159-85db-f0d9c0e8014c,48,10,0,2,1.81,0
98b6e015-612d-4551-8bf8-75c9c0f1bb57,234,10,0,1,4.53,0
840a6b40-bb58-47ba-8ad8-393ed545c70d,82,14,0,1,4.69,0
456efc68-6bd9-4cad-aa85-bf4c6d98ca39,180,15,0,1,6.54,0
99b6ca7c-a51a-4358-b047-cbf55ec13303,180,10,0,1,7.89,0
778556ce-1d4e-4a96-9d6f-9aab4089e5f4,138,12,1,1,8.96,0
79ad0a73-b073-4fef-a028-5a24a846596a,17,8,0,1,5.13,0
7cf339f7-2e82-4ceb-8c84-5ab666e63e6c,324,11,0,0,6.19,0
98e35159-131f-4429-bc26-485104e3ab75,69,14,0,0,4.01,0
cf7d5d88-3ee8-46b8-a57b-bc5fd0388704,37,13,0,0,4.76,0
0d39904d-c9b9-4114-8625-324b64bc3d72,7,14,0,0,2.33,0
31daf44f-8686-4248-9370-25a470f167c4,160,13,1,1,4.63,0
ad550517-52cd-421b-9e22-c296fa5a3d04,203,9,1,1,7.77,0
3d64449f-2172-4140-a9e4-b7f703440cb5,3,12,0,0,5.97,0
204b89f4-4099-42dc-abbf-d7f18a83c583,129,6,0,1,3.16,0
552de02b-2ef4-4fe2-bcf0-173680979541,46,10,1,1,7.53,0
7482e003-a86f-4fe1-a032-1477d43266b3,186,12,0,0,5.56,0
685101ce-f259-4be9-84d3-b44a28ee38a6,34,10,0,0,7.34,0
eb0ddf32-4bea-473a-bd35-63e2a64225d5,211,9,0,0,5.89,0
91107fd5-6678-4064-ba81-9fa701b43aff,88,14,1,1,6.48,0
7388c1d5-e1a3-48c0-8008-becad399c819,496,11,1,1,3.23,0
b12a1a76-7bae-4222-8852-9c583733dd97,26,15,0,2,4.23,0
cfa3a294-9da2-468a-a00b-03566934351e,75,5,0,0,3.85,0
d0c38cdf-adf4-4295-8341-d82ad2df6c19,21,9,1,1,1.17,0
69ce162a-d57d-4777-83c6-539c8e4d2731,465,16,0,0,3.06,0
11984a03-7a97-4331-89af-25513a435a40,377,14,1,3,4.68,0
727238bd-e958-47c0-b586-0e694039fec6,53,10,1,2,3.64,0
d03fcfe5-3cd9-45a6-adc5-26e3561876ed,194,15,0,0,3.92,0
23d33ffd-9f31-4e8b-8377-75d6fdde8984,305,16,0,1,4.77,0
963c0882-8e0a-4c11-9203-d39ed72a59df,145,11,0,0,6.79,0
cdaf23ab-6d8b-4540-8496-ef58dfbe089c,135,9,2,1,6.37,0
90d94677-2236-4d8d-b310-b04cdf7afb4b,49,8,0,0,2.02,0
eb280084-f046-45e9-beb4-7cfaeec099cc,17,13,0,0,3.96,0
261a9de8-b245-41d2-ac8f-502465f92b96,409,12,1,2,6.45,0
6bfe0e61-d3d3-40c4-87f6-a4227ac3329a,415,13,0,0,3.52,0
9d712335-b03e-42bb-94dd-3962cddb6b76,180,12,2,0,3.57,0
05e9354c-c8d7-44a0-bf34-f167b2d19674,74,9,1,1,5.17,0
54bb1a77-e8f9-46d9-b744-4c4fc102cd09,77,10,0,1,8.29,0
a8ac6b47-41dc-4fc2-93fc-17003fca73ff,233,12,0,1,1.39,0
803fdf4b-272e-4fbc-9de7-fb1aa5df0c28,409,9,1,0,6.76,0
a177ae8c-1317-4ff9-97f5-8db7006a6226,392,7,0,0,8.39,0
8a838287-b6ab-4082-accc-c005329a2788,272,15,1,0,5.64,0
f571092d-1bc5-4984-b601-bc0b0bbd14d0,184,7,1,4,5.05,0
ca2abc3b-c736-4fb0-9f6c-b7acf3d7c9f9,15,16,0,1,3.88,0
243931e8-d086-45bc-99c3-33717313652b,31,13,0,1,3.21,0
7f458848-37ca-46d3-81bb-6df1e64ccadc,411,12,1,1,2.69,0
2cfc3141-b4a5-43cf-a237-efa9ee7c1041,167,13,1,0,2.85,0
fb5971dc-e1b6-4007-9488-447ae0088a9f,1,11,1,0,6.5,0
069f77a8-2d16-43d9-846d-7d330e4a8ebf,19,12,0,0,8.56,0
eaaac23c-4edb-47d5-bad0-1851da9f9f21,196,14,0,0,3.63,0
b134b23e-21ce-4829-9ceb-43777f8d74bf,1,8,1,1,5.77,0
3bb5eed2-cebb-4f45-bec6-7e0a9e916912,31,8,0,3,2.56,1
c94ed454-c4b3-453b-8214-c002a112dea4,143,12,2,0,6.3,0
4fcebcd2-6ab9-4a3f-839f-c8505b12f95d,211,7,2,0,4.56,0
cb9bff23-2ea2-4525-a54d-873d7accfb15,189,13,0,1,6.21,0
26df3627-2973-4cc1-a308-4185db0ca16f,45,7,1,1,4.29,0
05e37606-c961-4fc4-8c71-3882e558d5b3,224,9,0,1,1.25,0
d5f6cffb-58f1-468f-964b-2e9dd93d4bd7,48,9,0,1,6.41,0
6085ed8f-f4b6-4042-b5ec-3389827e3578,70,19,0,0,5.46,0
48122cb7-d752-4a4e-8421-ea975157a228,247,7,0,2,1.41,0
49bc5022-f49d-4472-b150-385914db5810,188,9,0,3,6.84,0
ed590bda-3279-4b31-974e-2cb743ccf70c,340,9,0,0,6.01,0
7828c557-e3fc-40da-9f57-7cbd2ef90b3a,192,18,1,0,4.13,0
406dd5d0-0c2c-4409-a079-b33a3afcba56,151,14,0,3,4.29,0
f69dee15-ff53-4e38-9663-a6e08728ceed,17,24,0,0,2.02,0
d527c267-2a4f-4de9-b7fe-84b856ce60e5,82,14,0,1,1.04,0
64e4d0e4-886f-4035-a8de-04da22038262,55,18,0,1,0.77,0
7f586a60-83a0-4fce-ab86-e7131cf520ce,50,12,2,0,5.84,0
38af5901-7412-48a9-ba62-d9e94c3a701b,650,11,0,1,7.95,0
7a152c73-a7b4-4195-ba2d-3aaab19194e2,89,18,0,0,8.08,0
332dc166-a803-47f9-ab71-c16d5683795f,400,10,1,3,6.69,0
ad4e5aaf-faae-4c38-8786-fdf8ef25f2b9,179,10,2,0,4.38,0
abcf86bc-3b22-48d3-9788-c56eae60969b,285,10,2,0,8.81,0
cef297f9-f40d-4516-b579-b964b1ab1c5a,125,14,1,1,3.77,0
ac200737-e941-44fa-ac30-0e5d913009cf,154,9,0,0,3.53,0
3e2f5af6-1cd2-4189-8a17-3a4904adb97d,122,7,3,1,1.78,0
0c797e7e-29cc-461b-a230-b5663e398f29,39,11,1,1,4.46,0
ccfbcac3-5d6f-4e51-9730-c2b75f7c1365,230,6,0,0,3.89,0
5c6c93e5-dcb1-4fb2-9de8-07c2365fc4b8,59,16,0,0,3.25,0
b338ca5b-dc76-4ad6-9285-9126aaf5431d,4,11,0,1,2.24,0
118407c3-556e-463e-b404-3bd113862cf9,186,17,0,1,7.23,0
0593a800-6205-4bab-9641-3c709cda1780,35,12,1,0,0.77,0
1efedef1-484e-400e-8549-3439df9ce723,507,7,0,2,7.76,0
e2ffd46c-ed5a-4a1a-ab3a-3bf706eddd79,553,11,0,0,8.76,0
a9d9f6ae-cf36-45af-8b99-bdf54a06464e,443,12,0,1,5.45,0
adb11b0c-9e2a-4725-b902-3c7b93716da9,83,15,1,0,2.09,0
0af26224-a8d8-4855-b376-f7e67b64dc5d,2,8,0,0,6.49,0
4d941e86-8558-4907-9983-b74ffd004d79,474,8,1,0,9.63,0
b2accc37-7c07-404e-85ca-5dc6e8a9cb21,100,13,1,0,2.74,0
2f21a1c9-fa0d-42e1-95e4-01fff2687473,612,13,1,0,2.52,0
5c323ece-fc7b-4390-9603-23877c63d0f7,596,10,2,1,3.69,0
1792c85d-979e-41fa-902f-32f2abe5ecf2,345,13,1,3,4.86,0
cba763d8-b6e9-4bfe-aaaa-556dac05031b,62,13,0,0,2.6,0
25b90987-b3bf-4943-8bfe-22cde98e9051,87,15,0,1,8.72,0
d948644c-b14d-4b23-98b7-1db2b62d40b7,342,9,1,0,5.4,0
0bd41d42-db52-4da6-9d55-5bb05b9a9ef0,68,7,0,0,4.93,0
c20c01a2-39e5-4648-bfa3-77c69b457a83,33,8,1,0,3.69,0
7e147aae-c19c-4c53-9366-aef6d9ad9dbe,146,16,0,0,3.09,0
eac68400-18f7-48fc-aed4-82037dbaf9eb,495,13,1,0,2.49,0
ebf39707-da33-4c71-ade6-fe34e526a90b,214,16,0,0,4.85,0
3e25a6fe-dc64-4134-a7d8-79b88ce85ada,151,13,1,0,4.14,0
f7001fa8-c79b-4d9b-a865-69921a0de475,18,20,0,1,2.73,0
36917657-4c36-4827-8392-7b7617e8f156,171,13,0,1,3.01,0
d5816823-0e80-4e4c-b990-abb5a7123200,829,14,0,1,3.58,0
fa3442a8-d3ff-4a08-86b9-fd3a3bc60a1f,27,9,0,1,7.8,0
1974b772-ac73-4066-96ae-c01aa2d0c02b,131,18,0,0,8.49,0
f2e4d1d0-41a4-4d8d-9fbc-7a07992d7db8,377,8,1,1,3.51,0
46d8ff86-7598-4727-8a3f-36c07c6c04db,243,12,1,0,7.78,0
89cdd0d7-ef17-43ed-8a76-d8a98fa47d8c,214,8,1,0,5.51,0
1e64167b-6c0e-4665-9828-9eb71a4eeb20,218,9,0,0,3.41,0
e89b8c29-659b-46d0-a168-75e35a9499e0,80,14,0,0,0.55,0
e4a99469-a916-4a84-b58b-37443f1e1213,62,15,2,1,3.22,0
469ab4a5-ac8f-4337-808b-3a2a49a5a81d,298,11,1,1,7.07,0
ba6ae9e5-b364-4f76-b252-2260a63dd68f,299,10,5,3,3.17,0
b917c148-cbf2-4f5c-b0a1-d7c842067dd7,363,13,1,1,7.81,0
a9526a06-4d5c-492a-aaf5-e5f6c121b14d,440,18,1,2,6.58,0
335e899f-7d0e-4093-bc31-c88991fd0e31,128,17,0,1,5.86,0
f25795ce-dee3-4271-aea9-d0c75c0e801a,125,14,0,0,6.74,0
11b1f233-6994-45fb-9eec-4333ba895e97,288,8,1,1,6.2,0
6d9e31ee-d103-472f-9811-b254fa62b117,188,6,0,1,6.61,0
56b5daff-8864-4b7d-a9cf-95912be1e8a7,217,7,0,2,8.99,0
06c25939-a875-4a24-a0c0-993a7c93c794,285,15,0,0,5.3,0
bef8f1b2-f568-4e2f-b678-aad381bfab6b,397,7,0,0,8.37,0
4bbc1348-9f4d-4dd1-b505-5ac1fb3f8b57,74,8,0,2,2.78,0
c2e56013-f153-4436-80ae-aeef23709cd7,84,16,2,0,4.67,0
b2d86151-1053-43ad-9e3b-aa13f496cf78,17,14,1,2,2.95,0
7345550f-a4d9-4434-8213-83f06fef2963,155,14,0,0,1.91,0
d698b9c3-c2b5-4227-8474-49a5a0785471,6,13,0,1,5.59,0
29bb9443-0e41-4ba9-876b-01885667c45f,112,17,1,2,4.46,0
bda9c0d1-f41a-48ca-a76e-ca71f302e028,140,8,1,2,8.64,0
8bb67359-dc31-4a3a-8f1d-d25379d69343,60,9,0,0,7.65,0
c3358e00-62c1-4dfa-8c0e-e4f387c056bb,160,7,1,0,3.37,0
de33fd3a-e10e-4437-a711-b9718337ef77,5,18,1,1,4.72,0
222ae76f-806a-4773-8d03-0a0c9f17fb10,6,13,0,0,1.95,0
35ff8318-a53e-482d-9ac0-77749b8a64e6,311,11,0,1,9.0,0
879e1fbd-cd1a-43a4-ad75-a2a567a15537,80,19,0,0,6.66,0
088831ba-00f4-4302-b116-ba775b37c8fa,24,9,0,0,6.13,0
85f698d0-abb2-4064-82c8-dbee1ad53a12,132,13,0,1,2.9,0
9aa2a449-0196-4dd5-b48f-9ca4dbb4c43f,264,9,0,2,5.15,0
acf5de30-e3f8-4061-b610-fecd675dbbc7,43,13,1,1,8.13,0
9622a7ca-f0a0-406a-bfa1-552a65f39b0f,175,16,1,0,7.14,0
a7273230-2577-4d8c-82dd-f8911c4b2b0d,16,14,0,0,3.06,0
8fdf0692-3b50-4849-8041-551e28fdd748,9,13,1,0,2.99,0
24bea3a2-a575-4dfa-89b9-cc93401b00f5,136,9,0,0,5.93,0
7e871554-8a72-4d7c-8912-968702d1797b,140,12,0,0,8.86,0
90353bbc-30c6-479e-acb4-4a40dd3f9ee7,182,21,1,1,5.97,0
bca0d78c-94b6-424b-a081-0fceedecd790,233,10,0,1,1.62,0
8ec599d1-ab91-4ed6-8ee9-13d05b0b80e3,670,11,0,0,7.3,0
2e53bb0d-0836-457d-b0a7-6076f0109c6b,130,13,1,0,2.63,0
1537f161-20cd-48bb-bf4f-afc70544c3a6,70,16,0,0,2.95,0
542cf401-24dc-476e-8538-306b63296ec0,285,6,0,0,3.15,0
a46af386-9508-4f6e-81da-65a29f334f74,56,7,0,2,3.87,0
40e3ad8c-4c3d-430f-b239-84a3efa29d1d,104,18,0,0,6.4,0
cf351aa3-a5db-4e5d-a896-95182f9594ca,14,16,1,1,6.58,0
6a6b5610-f291-471d-8bd8-8cf6428c95b4,4,14,0,0,0.65,0
3a48480a-ccda-4ad5-aba7-83b222abb577,591,8,1,1,5.95,0
9b75ab58-fd73-4eaa-bff8-41b5ade0a254,325,13,0,1,5.38,0
393298ae-197f-4b78-8e2b-31b4bf7469c6,214,10,0,0,6.2,0
260ba859-8d29-44c8-a45e-3149601c3826,94,16,1,0,3.98,0
68c9235a-84a4-4a08-9d94-5a7c014c95f1,34,15,0,0,6.04,0
b7964add-a7e3-4667-b810-a0d215648b07,30,17,3,2,7.35,0
6ade3687-a8f4-4841-9ede-7d05e28593e5,51,13,0,0,4.34,0
5795af3a-cc5a-4d61-af76-81c9bc8f5f3f,143,11,0,0,2.21,0
dcb1befc-e420-4107-91e3-85369a76564f,225,6,0,0,5.77,0
175f3279-dd4b-4959-b4d4-37dc38cb3416,194,17,1,0,6.23,0
37c70105-ec31-4461-8c6e-7f3c332a54d3,59,9,1,2,1.53,0
5f08fce7-393b-41d7-a43e-22075d777049,557,10,0,0,8.12,0
89a884c2-2225-4aaa-b52d-47e712dce97d,241,11,1,0,5.45,0
6a429652-0346-40e2-8528-3ac44c4e7193,145,8,2,0,8.13,0
d9ddc2aa-39b1-4650-8ab7-99c8d3cb511e,170,11,0,0,3.23,0
25d5c56d-f0a7-4abb-8591-4e4bdea3e241,97,14,0,1,5.07,0
b123d366-9dbe-4941-a4c6-e4e47b53a3f7,51,14,1,2,6.28,0
50476884-d0f6-438f-a91d-7f43e8289b2e,79,16,1,0,6.04,0
5d7fd89e-0cd9-4184-92d2-6826a4cf3b77,255,9,1,1,6.03,0
d6b8fd78-f4e5-44d0-8c45-291c48fd5f7d,2,13,0,0,4.64,0
46cd90ab-39bb-4808-84ba-1af0f00d7fbf,22,11,0,0,8.32,0
4eb4716c-2447-420f-934a-5434db348338,8,16,0,1,8.57,0
04c48af9-e7cd-49ba-bc63-2622cbaa60e7,7,11,0,0,5.19,0
f4f962d8-700e-4071-9f73-deeb1e274258,348,9,0,0,5.62,0
73592b4f-f09c-45d2-809c-b20a51d69e54,218,12,0,0,5.01,0
